decision_id,item_id,item_type,domain,decision_status,evidence_level,source_artifact,strata,sample_size_warning,causal_availability,leakage_risk,decision_rationale,next_allowed_action
DEC-WCT-DQ-008,WCT-DQ-008,thesis,DQ,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,"SPECI count, hour, month","21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Local domain EDA provides descriptive support; causal feature promotion remains separate.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-001,WCT-IX-001,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-002,WCT-IX-002,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-003,WCT-IX-003,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-004,WCT-IX-004,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-005,WCT-IX-005,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-006,WCT-IX-006,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-007,WCT-IX-007,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-008,WCT-IX-008,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-009,WCT-IX-009,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-010,WCT-IX-010,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-011,WCT-IX-011,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-012,WCT-IX-012,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-013,WCT-IX-013,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-014,WCT-IX-014,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-015,WCT-IX-015,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-016,WCT-IX-016,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-017,WCT-IX-017,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-018,WCT-IX-018,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-019,WCT-IX-019,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-IX-020,WCT-IX-020,thesis,IX,REJECTED,E0_registry_gap,reports/onda2e/domain_thesis_evidence.csv,interaction gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Removed from active EDA because the adopted atlas lacks a testable thesis definition.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-001,WCT-GAP-001,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Structural missing artifact,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-002,WCT-GAP-002,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing prior,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-003,WCT-GAP-003,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing artifact,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-004,WCT-GAP-004,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing event catalog,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-005,WCT-GAP-005,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing structural analysis,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-006,WCT-GAP-006,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing study,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-007,WCT-GAP-007,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Data quality gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-008,WCT-GAP-008,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Uncalibrated threshold,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-009,WCT-GAP-009,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing proxy,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-010,WCT-GAP-010,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing event type,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-011,WCT-GAP-011,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing stratification,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-012,WCT-GAP-012,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing event type,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-013,WCT-GAP-013,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Rejected-but-untested reformulation,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-015,WCT-GAP-015,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing feature concept,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-016,WCT-GAP-016,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing distributional artifact,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-017,WCT-GAP-017,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing distributional analysis,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-018,WCT-GAP-018,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing phenomenon,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-019,WCT-GAP-019,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing segment analysis,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-020,WCT-GAP-020,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Threshold sensitivity,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-021,WCT-GAP-021,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Rejected feature root cause,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-022,WCT-GAP-022,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing phenomenon split,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-023,WCT-GAP-023,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Measurement uncertainty,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-026,WCT-GAP-026,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Data quality gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-027,WCT-GAP-027,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing sub-type,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-028,WCT-GAP-028,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Month-disaggregated gate analysis,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-029,WCT-GAP-029,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing interaction,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-030,WCT-GAP-030,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing phenomenon,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-032,WCT-GAP-032,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing shape feature concept,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-033,WCT-GAP-033,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing sequence analysis,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-034,WCT-GAP-034,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing percentile artifact,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-035,WCT-GAP-035,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,CP coverage gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-036,WCT-GAP-036,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing intra-event analysis,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-037,WCT-GAP-037,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing extreme event catalog,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-038,WCT-GAP-038,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing duration distribution,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-039,WCT-GAP-039,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Rejected feature root cause,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-040,WCT-GAP-040,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Validation gap,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-041,WCT-GAP-041,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Data stationarity,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-042,WCT-GAP-042,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing event type,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-043,WCT-GAP-043,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing post-event analysis,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-044,WCT-GAP-044,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Feature redundancy,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-045,WCT-GAP-045,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing variable analysis,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
DEC-WCT-GAP-046,WCT-GAP-046,thesis,GAP,ADAPTED,E2_gap_audit,reports/onda2e/domain_thesis_evidence.csv,Missing sub-type,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",Domain EDA uses local obs/features/labels; outcome columns are audit evidence only.,No production feature or classifier is promoted by this thesis-level decision.,Gap item converted into concrete local EDA coverage evidence rather than left blocked.,Use this decision only through ADR-012 queues; no production feature or classifier change.
